corpus,id,text,labels,labels_final
cards_single,2840,"There is growing evidence that worldwide temperatures were higher than at present during the mid-Holocene (especially 5 000-6 000 BP), at least in summer, though carbon dioxide levels appear to have been quite similar to those of the pre-industrial era at this time (Section 1 i Thus parts were a few degrees warmer in July during the mid- Holocene than in recent decades (Yoshino and Urushibara, 1978, Webb ct al 1987, Huntley and Prentice, 1988, Zhang and Wang 1990) Parts of Australasia and Chile were also warmer. The late tenth to early thirteenth centuries (about AD 950-1250) appear to have been exceptionally warm in western Europe, Iceland and Greenland (Alexandre 1987, Lamb, 1988) This period is known as the Medieval Climatic Optimum China was, however, cold at this time (mainly in winter) but South Japan was warm (Yoshino, 1978) This period of widespread warmth is notable in that there is no evidence that it was accompanied by an increase of greenhouse gases",['2_1_4'],['2_1_4']
cards_single,2850,Surface temperatures and radiosonde have been massively diverging. The vast majority ofreported warming since 1980 is due toUrban Heat Island effects.,['5_1_3'],['5_1_3']
cards_single,2852,"The global surface temperature record is complete crap, and has no business being used by scientists other than as a case study in UHI confirmation bias.",['5_1_3'],['5_1_3']
cards_single,2864,"Im sure their (seemingly endless) climate model circle jerk is very fulfilling, but they should be preparing for the floods which will be coming down the Colorado River in a few weeks.",['5_1_4'],['5_1_4']
cards_single,2919,"Of course, we could go into the dark side of the environmental movement, which inevitably involves population control of one kind or another (usually forced upon some far-away people of a different skin color...not upon the enforcers):",['5_2_4'],['5_2_4']
cards_single,2920,"I mostly find Earth Day just plain annoying for the rank hypocrisy on display. A state-sponsored religious day of worship, along with all of the 1st Amendment-violating regulations to codify it.",['5_2_4'],['5_2_4']
cards_single,3064,Climategate: Caught Green-Handed! Written by Christopher Monckton,['5_3_2'],['5_3_2']
cards_single,3068,"In Praise of CO2: Earth is the Greenest its been in Decades, Perhaps in Centuries Written by Marc Morano",['3_3_1'],['3_3_1']
cards_single,3071,The Climate Science Isnt Settled Written by Richard S. Lindzen,['5_1_1'],['5_1_1']
cards_single,3075,Climate Conspiracy Written by Peter Wood and Ashley Thorne,['5_3_0'],['5_3_0']
cards_single,3084,Claims that sea level rise is accelerating are shown to be misleading.,['1_6_0'],['1_6_0']
cards_single,3089,35 errors or gross exaggerations are found in Al Gores Oscar winning documentary An Inconvenient Truth.,['5_2_3'],['5_2_3']
cards_single,3091,IPCC cites robust source: green activist organisation WWF.,['5_2_0'],['5_2_0']
cards_single,3093,Antarctic sea ice underestimated by 50%.,['1_1_1'],['1_1_1']
cards_single,3095,IPCC overblows Bangladesh doomsday forecasts in 2007 4AR.,['5_2_0'],['5_2_0']
cards_single,3101,"Chinese weather stations were seriously flawed, or could not be located.",['5_1_3'],['5_1_3']
cards_single,3106,Another negative climate feedback: more CO2 = more plants = more aerosols = cooling,['3_1_0'],['3_1_0']
cards_single,3114,"Guest essay by Professor Philip Lloyd People have the nasty habit of giving their opponents names. Those who are convinced that humans are wrecking the world by burning fossil fuels call those who dont believe them denialists. It implies that they are close to the Holocaust deniers, and so are clearly beyond the pale. I have come to the conclusion that they are wrong. The true denialists are those who believe in global warming, and who will go to any lengths to deny the evidence against that position. For instance, the final draft of the Fifth Assessment Report of IPCCs Working Group 1 concerns itself with observations of the climate and how it might change in future. Within minutes of it being released, skeptics had noted that a key figure, which compared predicted temperatures to measurements, had been drastically altered after the second draft had been approved.",['5_3_2'],['5_3_2']
cards_single,3158,"Will this create a groundswell of new support from American voters?: Obama's climate swindle wins coveted endorsement from Fidel Castro HAVANA Barack Obama's call for action on climate change and his admission that rich nations have a particular responsibility to lead has received strong praise from an unusual source U.S. nemesis Fidel Castro. The former Cuban leader on Wednesday called the American president's speech at the United Nations ""brave"" and said no other American head of state would have had the courage to make similar remarks.",['5_3_1'],['5_3_1']
